ID (read-only),Parent ID (read-only),Date (UTC),Type,Tag,From Wallet (read-only),From Wallet ID,From Amount,From Currency,To Wallet (read-only),To Wallet ID,To Amount,To Currency,Fee Amount,Fee Currency,Net Worth Amount,Net Worth Currency,Fee Worth Amount,Fee Worth Currency,Net Value (read-only),Fee Value (read-only),Value Currency (read-only),Deleted,From Source (read-only),To Source (read-only),Negative Balances (read-only),Missing Rates (read-only),Missing Cost Basis (read-only),Synced To Accounting At (UTC read-only),TxSrc,TxDest,TxHash,Description
770AF28689FFAB912F2353F051CE04DA,,2022-01-11 04:36:39,transfer,,tbk-metamask-2;eth,563023FC99E3BB4080D567C64BAE69E9,10.0,USDC;3054,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,10.0,USDC;3054,0.0,,10.0,USD;10,,,10.0,0.0,USD;10,false,api,csv,false,false,,,0x7f68038ff73d27b98d2da633d3e52d5ddcde3537,,54d24c25ad7746635be39d1b52f19ec1c8db6258cb427597b3402632d64aea2f,USDC (AVAXC) Deposit
3CE20B8DC651B96EED8E2C31F5172884,,2022-01-11 04:40:18,deposit,,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,12258.976633,USDC;3054,0.0,,12258.976633,USD;10,0.0,,12258.976633,0.0,USD;10,false,,csv,false,false,,,,,,USDC (AVAXC) Deposit
BCC2CD9DB882D2151627136D92F6E345,,2022-01-15 23:26:10,deposit,,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,100.0,USDC;3054,0.0,,100.0,USD;10,0.0,,100.0,0.0,USD;10,false,,csv,false,false,,,,,,USDC (AVAXC) Deposit
A588D2F9716D09E090579B45D4C06C15,,2022-01-15 23:28:58,trade,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,100.0,USDC;3054,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,212.7,CRO;3219,0.0,,100.0,USD;10,0.0,,100.0,0.0,USD;10,false,csv,csv,false,false,,,,,,USDC -> CRO
B3F09A3C0399D74B31391B9BE7DD86AE,,2022-01-15 23:31:05,deposit,,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,8053.206393,USDC;3054,0.0,,8053.206393,USD;10,0.0,,8053.206393,0.0,USD;10,false,,csv,false,false,,,,,,USDC (AVAXC) Deposit
4B9D49E06AA6A026B93B13ACD3C434DE,,2022-01-15 23:32:56,transfer,,tbk-metamask-2;bsc,E5969FD32B1E08E2CCD386A0443BB7A7,100.0,BUSD;4258,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,100.0,BUSD;4258,0.0,,100.0,USD;10,,,100.0,0.0,USD;10,false,api,csv,false,false,,,0x7f68038ff73d27b98d2da633d3e52d5ddcde3537,,7b4ed2707c24e100a2b7baab57406e00d44ef87efbd5ee345a4c9ca46cc29826,BUSD (BSC) Deposit
604F29002AFBAD06698A1E592229328C,,2022-01-15 23:34:02,transfer,,tbk-metamask-2;bsc,E5969FD32B1E08E2CCD386A0443BB7A7,6506.4795023783,BUSD;4258,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,6506.4795023783,BUSD;4258,0.0,,6506.4795023783,USD;10,,,6506.4795023783,0.0,USD;10,false,api,csv,false,false,,,0x7f68038ff73d27b98d2da633d3e52d5ddcde3537,,d9aa756bff31edcc0ec2f5aa0eb16cc676f11915b0f8fd3f62c913153d5eb06a,BUSD (BSC) Deposit
15ACA74878B13C5C003B7F8F46A5AC17,,2022-01-15 23:36:15,trade,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,8053.184722,USDC;3054,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,17057.7,CRO;3219,0.0,,8053.184722,USD;10,0.0,,8053.184722,0.0,USD;10,false,csv,csv,false,false,,,,,,USDC -> CRO
8E88E889DBF28D06EB98B94046EC9AA4,,2022-01-15 23:40:01,trade,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,6600.0,BUSD;4258,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,6600.0,USDC;3054,0.0,,6600.0,USD;10,0.0,,6600.0,0.0,USD;10,false,csv,csv,false,false,,,,,,BUSD -> USDC
DE95FA594ABFB030165037FA168E7A1E,,2022-01-15 23:40:54,trade,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,6598.282663,USDC;3054,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,14000.0,CRO;3219,0.0,,6598.282663,USD;10,0.0,,6598.282663,0.0,USD;10,false,csv,csv,false,false,,,,,,USDC -> CRO
2A54CC831040E91FAC0C597299CC018B,,2022-01-18 00:24:17,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,23.52954423,USDC;3054,0.0,,23.52954423,USD;10,0.0,,23.52954423,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
75064B67366CCE685B903391ABDC7DAE,,2022-01-22 00:11:09,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,0.57534247,CRO;3219,0.0,,0.2061078389,USD;10,0.0,,0.2061078389,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
29B7D7F49EF3634951F8379A635CC7EB,,2022-01-22 00:11:10,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,35.40657534,CRO;3219,0.0,,12.6838763113,USD;10,0.0,,12.6838763113,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
EB02C656B75C95FD64BF29CABC55B2D7,,2022-01-25 00:48:48,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,23.52954423,USDC;3054,0.0,,23.52954423,USD;10,0.0,,23.52954423,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
95C01023F48279130A14E0ABCC6577A3,,2022-01-29 00:30:24,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,35.40657534,CRO;3219,0.0,,14.841519639,USD;10,0.0,,14.841519639,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
0F8758FFFB3E5D704CB18295A40DD946,,2022-01-29 00:30:24,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,0.57534247,CRO;3219,0.0,,0.2411345085,USD;10,0.0,,0.2411345085,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
695FDC0DDE9FE0331819353A349795FC,,2022-02-01 00:47:06,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,23.52954423,USDC;3054,0.0,,23.52954423,USD;10,0.0,,23.52954423,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
1E6061ADFAFDEE57271838A0E6B5674B,,2022-02-02 18:27:39,transfer,,tbk-metamask-2;bsc,E5969FD32B1E08E2CCD386A0443BB7A7,2492.361086,USDC;3054,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,2492.361086,USDC;3054,2.1987019022,USDC;3054,2492.361086,USD;10,,,2492.361086,2.1987019022,USD;10,false,api,csv,false,false,,,0x7f68038ff73d27b98d2da633d3e52d5ddcde3537,,206faa0fa741a7a9675e022256d621e2f7d110f61112058567e362c0d32bddba,USDC (AVAXC) Deposit
32471EE0DE9B6D14F014EE65561B488D,,2022-02-05 00:59:53,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,0.57534247,CRO;3219,0.0,,0.2468218579,USD;10,0.0,,0.2468218579,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
A59A0E39402B00F9AACAE9262C839B20,,2022-02-05 00:59:54,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,35.40657534,CRO;3219,0.0,,15.1894170235,USD;10,0.0,,15.1894170235,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
532EDF842704A1ACE7E750D284A66111,,2022-02-08 00:08:02,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,23.52954423,USDC;3054,0.0,,23.52954423,USD;10,0.0,,23.52954423,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
6AEB4B6BD6B49241788DA9CE90765361,,2022-02-10 02:29:40,withdrawal,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,100.0,USDC;3054,,,0.0,,0.0,,100.0,USD;10,0.0,,100.0,0.0,USD;10,false,csv,,false,false,,,,,,Adjustment (Debit)
FD822B4F5CE8409F3E19C809F9D6ACB8,,2022-02-12 00:42:12,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,0.57534247,CRO;3219,0.0,,0.2718427797,USD;10,0.0,,0.2718427797,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
06B3411288021AE9277053C867E4817B,,2022-02-12 00:42:13,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,35.40657534,CRO;3219,0.0,,16.7292045409,USD;10,0.0,,16.7292045409,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
F72FCA4800DC86EBD0344C37C41440EE,,2022-02-15 01:11:18,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,23.52954423,USDC;3054,0.0,,23.52954423,USD;10,0.0,,23.52954423,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
CD4775762691F66A5E1E218CE5913A02,,2022-02-19 01:09:09,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,0.57534247,CRO;3219,0.0,,0.2501522878,USD;10,0.0,,0.2501522878,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
7A54E7CCC12C0776C38CFF2206E6FDD1,,2022-02-19 01:09:10,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,35.40657534,CRO;3219,0.0,,15.394371676,USD;10,0.0,,15.394371676,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
AC23FCA99762B031EBFAE64176CEB81E,,2022-02-22 00:14:40,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,23.52954423,USDC;3054,0.0,,23.52954423,USD;10,0.0,,23.52954423,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
23FC96124F4226597F16C4F50B0D6932,,2022-02-26 00:37:37,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,35.40657534,CRO;3219,0.0,,14.7146929994,USD;10,0.0,,14.7146929994,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
64C1B700A6AF88B10487FA6158BD2150,,2022-02-26 00:37:37,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,0.57534247,CRO;3219,0.0,,0.2391077853,USD;10,0.0,,0.2391077853,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
27158ACED4D29C59EA531D0EE6C5BC20,,2022-03-01 00:31:39,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,23.52954423,USDC;3054,0.0,,23.52954423,USD;10,0.0,,23.52954423,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
72DAC6C6B15644091E3DB789D53D8FE4,,2022-03-05 00:50:08,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,0.57534247,CRO;3219,0.0,,0.2241806279,USD;10,0.0,,0.2241806279,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
0B9E8813167847AD85B34104954878F4,,2022-03-05 00:50:09,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,35.40657534,CRO;3219,0.0,,13.7960757364,USD;10,0.0,,13.7960757364,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
61EF9D0D953C68EA1CA733347BDC08A7,,2022-03-08 00:40:00,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,23.52954423,USDC;3054,0.0,,23.52954423,USD;10,0.0,,23.52954423,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
5A5619C5B21976F9C7AB034900BFE376,,2022-03-12 00:47:33,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,0.57534247,CRO;3219,0.0,,0.2188633262,USD;10,0.0,,0.2188633262,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
7D7353C6AA9A1A1B9403317B5C556A13,,2022-03-12 00:47:34,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,35.40657534,CRO;3219,0.0,,13.4688489921,USD;10,0.0,,13.4688489921,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
9A899E8C47DCE39AF5F47759124D6E67,,2022-03-15 00:11:37,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,23.52954423,USDC;3054,0.0,,23.52954423,USD;10,0.0,,23.52954423,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
3225B1E5E9D793ED0D756632267D3767,,2022-03-19 00:07:47,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,0.57534247,CRO;3219,0.0,,0.2311318328,USD;10,0.0,,0.2311318328,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
2E40D2E5207EE799EF6B6F4CC30A02D9,,2022-03-19 00:07:47,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,35.40657534,CRO;3219,0.0,,14.2238528829,USD;10,0.0,,14.2238528829,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
C1C87399851DF7AA2F578DDAFF45A2F6,,2022-03-22 01:17:53,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,23.52954423,USDC;3054,0.0,,23.52954423,USD;10,0.0,,23.52954423,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
A551B02B6BDE07B75AF3CBCCD715DB02,,2022-03-26 00:57:15,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,35.40657534,CRO;3219,0.0,,15.9002768353,USD;10,0.0,,15.9002768353,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
946EA24B454322EED4D4B33F672CFEBB,,2022-03-26 00:57:16,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,0.57534247,CRO;3219,0.0,,0.2584641299,USD;10,0.0,,0.2584641299,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
AC90CC45F915AC582A0AB4465E09F321,,2022-03-29 01:16:25,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,5.04267637,USDC;3054,0.0,,5.04267637,USD;10,0.0,,5.04267637,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
181D8B06C906CA17FC1F03FD86DDC88C,,2022-03-29 01:16:25,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,23.52954423,USDC;3054,0.0,,23.52954423,USD;10,0.0,,23.52954423,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
D1FDE60233C9DC09C5874A68AA496060,,2022-04-02 00:08:08,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,0.57534247,CRO;3219,0.0,,0.2725489392,USD;10,0.0,,0.2725489392,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
0C1D824935A6216B0C947082A17239C6,,2022-04-02 00:08:08,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,35.40657534,CRO;3219,0.0,,16.7726615907,USD;10,0.0,,16.7726615907,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
800545D5031082E4BFDD3CE8FE8C3A65,,2022-04-05 00:07:54,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,23.52954423,USDC;3054,0.0,,23.52954423,USD;10,0.0,,23.52954423,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
DEA74720DE6D90075D0155F50637BFCA,,2022-04-05 00:07:55,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,5.04267637,USDC;3054,0.0,,5.04267637,USD;10,0.0,,5.04267637,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
624BD8084DFDF93248770F6EE808991C,,2022-04-09 01:21:40,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,0.57534247,CRO;3219,0.0,,0.2483769927,USD;10,0.0,,0.2483769927,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
9A221FE1323FBA1CF0993F04E0260CEA,,2022-04-09 01:21:40,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,35.40657534,CRO;3219,0.0,,15.2851200141,USD;10,0.0,,15.2851200141,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
EE27276065C58C0A46298FECBD67B111,,2022-04-11 04:42:31,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,20.16818077,USDC;3054,0.0,,20.16818077,USD;10,0.0,,20.16818077,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
603427927ECC067FFB1293B2DE583E89,,2022-04-12 00:57:01,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,5.04267637,USDC;3054,0.0,,5.04267637,USD;10,0.0,,5.04267637,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
42DEEA4E28073CD2F1487BB98E831DD9,,2022-04-15 00:58:36,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,30.34849315,CRO;3219,0.0,,12.3478557151,USD;10,0.0,,12.3478557151,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
5B7CC6CCA73F88BF2BD636BEE74AD4F8,,2022-04-15 00:58:37,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,0.49315068,CRO;3219,0.0,,0.2006476372,USD;10,0.0,,0.2006476372,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
1235DAD79C778686C8156B6FEBDC0437,,2022-04-19 00:42:23,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,5.04267637,USDC;3054,0.0,,5.04267637,USD;10,0.0,,5.04267637,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
80C989ED02155789FD19DE5B1C01F460,,2022-04-19 19:46:49,transfer,,tbk-metamask-2;bsc,E5969FD32B1E08E2CCD386A0443BB7A7,100.0,BUSD;4258,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,100.0,BUSD;4258,0.0,,100.0,USD;10,,,100.0,0.0,USD;10,false,api,csv,false,false,,,0x7f68038ff73d27b98d2da633d3e52d5ddcde3537,,831308bc1b3d7bf3e3c2bbe5c53cbdabaa135a21e9b87120e68f6a7ae9168b75,BUSD (BSC) Deposit
B67064F7E3BE397D396E1E2A0DDD43CA,,2022-04-19 19:51:01,transfer,,tbk-metamask-2;bsc,E5969FD32B1E08E2CCD386A0443BB7A7,27237.9246906593,BUSD;4258,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,27237.9246906593,BUSD;4258,0.0,,27237.9246906593,USD;10,,,27237.9246906593,0.0,USD;10,false,api,csv,false,false,,,0x7f68038ff73d27b98d2da633d3e52d5ddcde3537,,6e969f2e414038474ff9a19b5d477c0aea054ecd37d8d9002a2b8499fe406bc8,BUSD (BSC) Deposit
A8794355AC58ABF41CABD2D8EB05B4DB,,2022-04-19 20:01:32,trade,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,27344.4,BUSD;4258,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,27344.4,USDC;3054,0.0,,27344.4,USD;10,0.0,,27344.4,0.0,USD;10,false,csv,csv,false,false,,,,,,BUSD -> USDC
018B9CD1A290897601C8E668ABF880E3,,2022-04-19 20:02:18,trade,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,27295.170262,USDC;3054,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,64434.9,CRO;3219,0.0,,27295.170262,USD;10,0.0,,27295.170262,0.0,USD;10,false,csv,csv,false,false,,,,,,USDC -> CRO
4B53AC6D95BF25A8FA8076D9FEAFD009,,2022-04-26 01:14:41,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,36.5147133,CRO;3219,0.0,,14.5486510118,USD;10,0.0,,14.5486510118,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
6F6EC84FB9E3F9AD097210C205AF1ADD,,2022-04-26 01:14:42,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,5.04267637,USDC;3054,0.0,,5.04267637,USD;10,0.0,,5.04267637,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
5ED8EC3D7444FC8806EA01D182B1E1BD,,2022-04-26 01:14:42,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,37.07213425,CRO;3219,0.0,,14.7707456727,USD;10,0.0,,14.7707456727,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
050EC674240415E1A57A3F943F31D54F,,2022-04-26 01:14:42,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,14.21829407,USDC;3054,0.0,,14.21829407,USD;10,0.0,,14.21829407,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
E32C1A2564FA37DAD6D3010C07B8AC0A,,2022-05-03 01:06:46,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,37.07213425,CRO;3219,0.0,,10.1289493774,USD;10,0.0,,10.1289493774,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
08DC25FCFD3F4CFA7CC5C4A32F992E4C,,2022-05-03 01:06:47,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,14.21829407,USDC;3054,0.0,,14.21829407,USD;10,0.0,,14.21829407,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
19376093DBE757097EA4DC8A6AD6F7C0,,2022-05-03 01:06:47,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,36.5147133,CRO;3219,0.0,,9.9766493089,USD;10,0.0,,9.9766493089,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
53A2932245F6B47534935D639802D84F,,2022-05-03 01:06:48,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,5.04267637,USDC;3054,0.0,,5.04267637,USD;10,0.0,,5.04267637,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
8806CFEAAEA062C740DC2E6D65DD8EBB,,2022-05-10 00:44:34,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,14.21829407,USDC;3054,0.0,,14.21829407,USD;10,0.0,,14.21829407,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
1F8D07787E0E9EBB94A69B6BDA2D9B2B,,2022-05-10 00:44:34,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,36.5147133,CRO;3219,0.0,,7.5924033454,USD;10,0.0,,7.5924033454,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
854F16EB6B2BA41725D50F4EB2FB674A,,2022-05-10 00:44:35,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,5.04267637,USDC;3054,0.0,,5.04267637,USD;10,0.0,,5.04267637,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
AB342A1F7371012140BF0D5E107A1CDC,,2022-05-10 00:44:35,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,37.07213425,CRO;3219,0.0,,7.7083063418,USD;10,0.0,,7.7083063418,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
689AE418A39D534E41A1E20C8340E049,,2022-05-17 00:32:48,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,14.21829407,USDC;3054,0.0,,14.21829407,USD;10,0.0,,14.21829407,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
8BEDC50573D0E81E99307425A890CB2E,,2022-05-17 00:32:48,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,36.5147133,CRO;3219,0.0,,7.0392271638,USD;10,0.0,,7.0392271638,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
A946C5880F5E326ED85A80A5C9ABB860,,2022-05-17 00:32:49,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,37.07213425,CRO;3219,0.0,,7.1466855645,USD;10,0.0,,7.1466855645,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
7E6DF31D11D0D65A5CF9A184520123C2,,2022-05-17 00:32:50,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,5.04267637,USDC;3054,0.0,,5.04267637,USD;10,0.0,,5.04267637,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
0BC22C8787BE94487FC7739690E90DCE,,2022-05-24 00:28:31,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,14.21829407,USDC;3054,0.0,,14.21829407,USD;10,0.0,,14.21829407,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
9BDDB28C8EAD3C43CA8E9B20DF00BA11,,2022-05-24 00:28:31,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,36.5147133,CRO;3219,0.0,,6.7174566219,USD;10,0.0,,6.7174566219,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
61186E944E39FC6EF7041ADFEA6E2E96,,2022-05-24 00:28:32,deposit,reward,,,0.0,,Crypto.com;crypto_com,1C1E2D4CC882CE767F89E5C8EC66930A,5.04267637,USDC;3054,0.0,,5.04267637,USD;10,0.0,,5.04267637,0.0,USD;10,false,,csv,false,false,,,,,,Crypto Earn
